train_sizes,train_scores_mean,val_scores_mean
863,1.0,0.8075600939404464
2806,1.0,0.8181225990648023
4748,1.0,0.8335975748220372
6691,1.0,0.8348936130026215
8634,1.0,0.8363748362888973
