train_sizes,train_scores_mean,val_scores_mean
863,1.0,0.8040401603563933
2806,1.0,0.8186784977942196
4748,1.0,0.8360059685065127
6691,1.0,0.8342453363530726
8634,1.0,0.8374869771600743
