train_sizes,train_scores_mean,val_scores_mean
863,1.0,0.8057080282508163
2806,1.0,0.8184014069603671
4748,1.0,0.8359131183944098
6691,1.0,0.8370247441470731
8634,1.0,0.835633838306874
