train_sizes,train_scores_mean,val_scores_mean
863,1.0,0.8033000209052263
2806,1.0,0.8172891802361046
4748,1.0,0.8336900385952546
6691,1.0,0.837302650585239
8634,1.0,0.8371166498752339
