train_sizes,train_scores_mean,val_scores_mean
863,1.0,0.8032066127480672
2806,1.0,0.818678884133105
4748,1.0,0.8382299068365242
6691,1.0,0.8373029081444958
8634,1.0,0.8386920539964396
