train_sizes,train_scores_mean,val_scores_mean
863,1.0,0.7990373722774378
2806,1.0,0.8196982178187222
4748,1.0,0.8336896951829121
6691,1.0,0.8384144480440735
8634,1.0,0.8380427471098632
